23,141,23,141,23,141,23,141
27,142,26,143,26,143,27,142
32,143,29,145,29,145,33,143
38,144,32,147,32,147,38,144
43,145,33,148,34,148,43,145
47,146,35,149,35,149,47,146
51,146,36,149,36,149,51,146
54,147,37,149,37,149,55,147
57,148,38,149,38,149,58,148
60,148,38,149,38,149,60,148
62,149,39,148,39,148,62,149
64,150,39,147,39,147,62,149
66,150,39,147,39,147,61,145
67,151,39,146,39,146,61,143
68,151,39,145,39,145,61,141
69,152,39,144,39,144,62,139
70,152,40,143,39,141,64,138
71,153,40,141,40,139,65,137
71,153,40,140,40,137,66,135
72,154,40,139,40,136,67,134
72,154,40,138,40,134,68,133
72,155,41,137,40,132,68,132
70,155,41,136,41,131,69,131
67,151,42,135,41,130,69,130
65,145,42,134,42,129,69,129
65,143,43,134,42,128,69,129
65,141,44,133,43,128,69,128
64,140,45,132,44,128,69,127
64,140,46,132,45,128,69,127
65,140,47,132,46,128,69,126
65,140,48,132,47,128,69,126
65,140,49,132,47,129,68,126
65,140,51,132,48,129,68,125
65,141,52,132,49,130,68,125
65,142,54,132,49,130,67,125
65,143,56,133,50,131,67,125
65,144,58,134,51,132,67,124
65,145,59,135,52,133,67,124
65,147,62,136,53,134,66,125
65,149,64,137,54,136,66,125
65,151,66,139,56,137,66,125
64,152,67,139,58,139,65,126
63,153,67,140,60,140,65,127
63,154,68,140,63,142,64,128
62,155,69,142,65,143,63,129
60,155,70,143,67,144,62,131
59,154,71,144,69,145,60,132
58,154,72,145,71,146,59,134
57,153,74,146,72,146,58,135
55,153,75,147,73,147,56,136
54,152,76,147,74,148,55,137
53,151,76,148,75,148,54,137
52,150,77,149,76,149,52,137
51,149,77,149,76,150,51,137
50,147,77,150,77,150,50,137
49,146,77,151,77,151,49,137
48,145,77,151,77,151,48,136
47,143,77,152,77,152,48,136
47,142,77,153,77,153,47,135
46,141,77,153,76,153,47,135
46,140,76,153,76,153,46,134
46,138,76,154,76,154,46,133
46,137,76,155,75,154,46,133
46,136,75,155,75,154,46,132
46,135,75,156,74,155,46,132
46,134,74,156,74,155,46,131
47,134,74,157,73,156,47,131
47,133,73,158,73,156,48,130
48,132,73,158,72,157,48,130
49,132,72,159,72,158,48,130
50,132,71,160,71,159,47,130
51,132,71,160,71,159,46,130
53,132,70,161,70,160,45,130
54,132,70,161,70,161,45,130
55,132,69,162,69,162,45,130
57,133,69,163,69,162,45,131
59,134,68,163,68,163,46,132
60,135,68,164,68,164,47,132
62,136,67,164,67,164,48,133
65,137,67,165,67,165,50,135
67,139,67,165,66,165,52,136
69,140,66,165,66,165,55,138
71,141,65,165,65,165,58,139
73,142,64,165,64,165,61,140
74,143,63,164,63,164,63,142
75,144,62,163,62,163,66,143
77,145,60,162,60,162,68,144
77,146,59,161,59,161,69,145
78,147,58,160,57,160,71,146
79,148,56,158,56,159,72,146
79,148,55,157,55,157,73,147
80,149,54,155,53,156,74,148
80,149,52,154,52,154,75,149
80,150,51,152,51,152,76,149
80,151,50,151,50,151,76,150
80,151,49,149,49,149,76,151
80,152,48,148,48,148,76,151
79,152,48,146,47,146,76,152
79,153,46,144,47,144,76,152
77,153,45,142,46,143,76,153
76,151,44,141,46,141,76,154
75,150,44,140,46,140,75,154
74,150,44,139,46,139,75,155
74,150,44,137,46,138,74,155
74,150,44,136,46,137,74,155
73,151,45,135,46,136,73,155
73,151,45,135,47,135,73,155
73,152,46,134,48,134,72,155
72,154,47,133,48,133,72,155
71,155,48,133,49,133,71,156
71,156,49,133,50,133,71,156
70,157,50,132,51,132,70,156
70,158,52,132,53,132,70,157
69,159,53,133,54,133,69,157
69,160,55,133,55,133,69,158
68,161,56,134,57,134,68,159
68,161,56,134,59,134,68,159
67,162,56,135,60,135,68,160
67,163,56,136,62,136,67,161
67,164,56,138,65,137,67,162
66,164,56,139,67,139,66,163
66,164,56,141,69,140,66,163
65,164,57,142,71,142,65,163
64,164,57,143,73,143,64,163
63,163,57,144,74,144,63,162
61,163,57,145,75,145,62,162
60,162,58,146,77,145,60,161
59,161,58,147,77,146,59,160
57,159,58,148,78,147,58,159
56,158,58,148,79,148,56,157
55,157,58,149,79,148,55,156
53,155,59,150,80,149,54,155
52,154,59,150,80,150,52,153
51,152,59,151,80,150,51,152
50,150,60,151,80,151,50,150
49,149,60,152,78,150,49,149
48,147,61,152,77,148,48,147
48,146,62,153,76,148,48,146
47,144,63,153,76,147,47,144
47,143,64,154,76,147,47,143
46,141,65,154,76,146,46,141
46,140,66,155,76,146,46,140
46,139,66,155,75,145,46,138
46,137,67,156,75,145,46,137
46,136,67,157,75,144,46,136
47,135,67,157,74,144,47,135
47,135,67,158,74,143,47,134
48,134,67,158,73,143,48,134
48,133,67,159,72,142,48,133
49,133,67,160,72,142,49,133
50,132,67,160,71,142,50,132
51,132,67,161,71,141,51,132
53,132,67,162,70,141,53,132
54,133,66,162,70,140,54,133
55,133,66,162,69,140,55,133
57,134,66,163,68,140,57,133
59,134,66,164,68,140,59,134
59,135,66,164,67,140,60,135
59,135,65,165,67,140,62,136
59,136,65,165,67,141,65,137
60,138,65,166,66,141,67,139
60,139,64,166,66,142,69,140
61,141,64,166,65,143,71,142
62,142,63,165,64,144,73,143
64,143,62,164,63,145,74,144
65,144,61,164,62,146,75,145
66,145,59,162,61,146,76,145
67,146,58,161,59,147,77,146
68,147,57,160,58,147,78,147
68,148,56,159,56,147,79,148
69,149,54,157,55,146,79,148
69,149,53,156,54,146,80,149
70,150,52,154,52,145,80,150
71,151,51,152,51,145,80,150
72,151,50,151,50,144,80,151
72,152,49,149,49,143,80,151
73,152,48,148,48,142,80,152
73,152,47,146,48,141,78,151
74,153,47,144,47,140,77,150
74,153,46,143,47,139,77,149
74,154,46,141,46,138,77,149
74,154,46,140,46,137,76,149
73,155,46,139,46,136,76,148
73,155,46,138,46,135,75,148
73,156,46,137,46,134,75,148
73,157,46,136,47,133,74,147
72,157,47,135,47,133,74,147
72,158,48,134,48,132,73,147
71,159,48,133,48,132,73,146
71,159,49,133,49,131,72,146
70,160,50,133,50,131,71,146
70,160,51,132,51,131,71,146
69,161,53,132,53,131,70,146
69,162,54,133,54,132,70,146
69,162,55,133,55,132,69,146
68,163,57,134,57,133,69,146
68,163,59,134,59,133,68,147
67,164,60,135,60,134,68,147
67,164,62,136,62,136,67,147
67,165,65,138,65,137,67,148
66,165,67,139,66,138,66,148
66,165,69,140,65,138,66,149
65,165,71,142,66,139,65,150
64,165,73,143,67,139,64,151
63,164,74,144,68,140,63,152
61,163,75,145,70,141,62,152
60,162,76,145,72,142,60,152
59,161,77,146,73,143,59,152
57,160,78,147,75,144,58,152
56,159,79,148,76,144,56,151
55,157,79,148,77,145,55,150
53,156,80,149,77,145,54,149
52,154,80,150,78,145,52,149
51,152,80,150,78,146,51,147
50,151,80,151,78,146,50,146
49,149,80,151,78,146,49,145
48,148,80,152,78,146,48,144
47,146,78,151,78,147,48,143
47,145,77,151,78,147,47,141
46,143,76,152,77,148,46,140
46,142,76,152,77,149,46,139
46,140,76,153,77,149,46,138
46,139,75,154,76,150,46,137
46,138,75,155,76,151,46,136
46,137,74,155,75,151,46,135
46,136,74,156,75,152,46,134
47,135,73,157,74,153,47,133
48,134,73,158,74,154,48,133
48,133,72,158,73,154,48,132
49,133,71,159,72,155,49,132
50,133,71,160,72,156,50,132
51,132,70,161,71,157,51,132
53,132,69,161,71,158,53,132
54,133,69,162,70,159,54,132
55,133,68,163,70,159,55,132
57,134,67,164,69,160,57,133
59,134,67,164,69,161,59,134
61,135,66,165,68,162,61,135
62,136,66,165,68,163,62,136
65,137,65,166,67,163,65,137
67,139,65,167,67,164,67,139
69,140,64,167,66,164,69,140
71,142,64,166,65,164,71,141
73,143,63,166,64,164,73,142
74,144,62,165,63,163,74,143
75,145,61,164,62,162,73,143
77,145,59,163,60,161,73,143
77,146,58,162,59,160,73,143
78,147,57,160,58,159,75,143
79,148,56,159,56,158,76,144
79,148,54,157,55,157,76,144
80,149,53,156,54,155,77,144
80,150,52,154,52,154,78,144
80,150,51,153,51,152,78,144
78,149,50,151,50,150,78,145
77,148,49,150,49,149,78,145
76,148,48,148,48,147,78,145
76,149,47,146,48,146,78,146
76,150,47,145,47,144,78,147
76,151,46,143,46,143,77,147
76,151,46,142,46,141,77,148
75,152,46,140,46,140,77,149
75,153,46,139,46,139,76,149
75,154,46,138,46,137,76,150
74,155,46,137,46,136,75,151
74,155,46,136,47,135,75,152
73,156,47,135,47,135,74,152
72,157,48,134,48,134,73,153
72,158,48,133,48,133,73,154
71,159,49,133,49,133,72,155
71,160,50,133,50,132,72,156
70,160,51,133,51,132,71,157
69,161,53,133,53,132,71,158
69,162,54,133,54,133,70,159
68,163,55,133,55,133,70,159
67,163,57,134,57,133,69,160
67,164,59,134,59,134,68,161
66,165,60,135,61,135,68,162
66,165,62,136,62,136,68,163
65,166,65,137,65,137,67,163
65,166,67,139,67,139,67,164
64,166,69,140,69,140,66,164
64,166,71,142,71,142,65,164
63,166,73,143,73,143,64,164
62,165,74,144,74,144,63,163
60,164,75,145,75,145,62,162
59,163,77,145,76,145,60,161
58,162,77,146,75,145,59,160
57,160,78,147,75,144,58,159
56,159,79,148,75,144,56,158
54,157,79,148,76,145,55,157
53,156,79,149,77,145,54,155
52,154,77,147,77,145,52,154
51,153,76,146,77,145,51,152
50,151,76,146,78,146,50,150
49,150,76,147,78,146,49,149
48,148,76,148,78,147,48,147
47,146,76,149,78,148,48,146
47,145,76,150,77,148,47,144
46,143,76,151,77,149,46,143
46,142,76,151,77,150,46,141
46,140,76,152,76,150,46,140
46,139,75,153,76,151,46,139
46,138,75,154,76,152,46,137
46,137,74,154,75,153,46,136
46,136,74,155,75,154,46,135
47,135,73,156,74,154,47,135
48,134,72,157,73,155,48,134
48,133,72,158,73,156,48,133
49,133,71,159,72,157,49,133
50,133,70,159,72,158,50,132
51,132,70,160,71,158,51,132
53,132,69,161,70,159,53,132
54,133,69,162,70,160,54,133
55,133,68,162,69,161,55,133
57,134,67,163,69,161,57,133
59,134,67,164,68,162,59,134
60,135,66,164,68,163,61,135
62,136,66,165,67,163,63,136
65,137,65,166,67,164,65,137
67,139,65,166,67,165,67,139
69,140,65,166,66,165,69,140
71,142,64,166,65,165,71,142
73,143,63,165,64,164,73,143
74,144,62,165,63,164,74,144
75,145,61,164,62,163,75,145
77,145,59,163,60,162,77,145
77,146,58,161,59,161,76,145
78,147,57,160,58,160,75,145
79,148,56,159,56,158,75,145
79,148,54,157,55,157,76,145
78,148,53,156,54,155,77,145
77,146,52,154,52,154,77,145
76,146,51,153,51,152,77,146
76,146,50,151,50,151,78,146
